component,protein,clean_score,corrupt_score,delta_d_proj,frac_of_total
attn_L9_H6,4MUOA,-0.223261,0.234020,-0.457281,-0.022239
attn_L9_H6,4MZCA,0.164560,0.529114,-0.364554,-0.042829
attn_L9_H6,4PEDA,0.124104,0.280428,-0.156324,-0.006158
attn_L9_H6,4RVCA,-0.163274,-0.351230,0.187956,0.016106
attn_L9_H6,4TL6A,-1.203223,-0.391758,-0.811465,-0.055082
attn_L9_H6,4WBJA,-0.587574,0.716131,-1.303705,-0.113773
attn_L9_H6,4XRAA,-0.547230,0.170696,-0.717926,-0.034070
attn_L9_H6,5AJGA,0.078515,0.200754,-0.122239,-0.007799
attn_L9_H7,1CUKA,0.242201,0.144421,0.097779,0.007582
attn_L9_H7,1F86A,0.258494,0.023237,0.235257,0.019946
attn_L9_H7,1G3QA,-0.079609,0.069577,-0.149186,-0.009678
attn_L9_H7,1H4XA,-0.274801,0.105044,-0.379845,-0.016222
attn_L9_H7,1HDKA,-0.006761,0.087713,-0.094474,-0.008404
attn_L9_H7,1KMVA,0.103053,0.104873,-0.001820,-0.000104
attn_L9_H7,1S3CA,0.135145,-0.150495,0.285640,0.043691
attn_L9_H7,1T2WA,0.256835,0.260359,-0.003525,-0.000757
attn_L9_H7,1U2KA,0.181263,0.439591,-0.258328,-0.017756
attn_L9_H7,2CZQA,-0.993408,-0.374546,-0.618862,-0.042163
attn_L9_H7,2D2EA,0.244496,0.490653,-0.246157,-0.015268
attn_L9_H7,2D59A,0.110244,-0.002690,0.112934,0.012174
attn_L9_H7,2D5MA,0.552391,0.319119,0.233272,0.019262
attn_L9_H7,2DYIA,0.185765,0.135101,0.050665,0.005056
attn_L9_H7,2GK4A,0.357150,0.421250,-0.064101,-0.007253
attn_L9_H7,2II1A,0.485014,0.573286,-0.088271,-0.006547
attn_L9_H7,2O2KA,-0.217080,0.376789,-0.593869,-0.098216
attn_L9_H7,2OZEA,0.389073,0.272711,0.116362,0.011924
attn_L9_H7,2PJZA,0.131992,0.236073,-0.104081,-0.007769
attn_L9_H7,2WAWA,-0.071407,-0.023956,-0.047450,-0.002732
attn_L9_H7,2YC3A,0.202743,0.176531,0.026212,0.002506
attn_L9_H7,3BZMA,0.272574,0.178553,0.094021,0.032853
attn_L9_H7,3C8MA,0.222776,0.223138,-0.000362,-0.000018
attn_L9_H7,3EYEA,-0.167799,0.047414,-0.215213,-0.014921
attn_L9_H7,3FF9A,-0.267688,-0.226074,-0.041614,-0.007113
attn_L9_H7,3FZ4A,-0.004773,0.118666,-0.123439,-0.014242
attn_L9_H7,3G5TA,-0.045097,0.201636,-0.246733,-0.012245
attn_L9_H7,3GX8A,0.143441,-0.054041,0.197481,0.020280
attn_L9_H7,3JRNA,0.065751,0.391152,-0.325401,-0.019714
attn_L9_H7,3L51A,0.425524,0.314459,0.111065,0.011888
attn_L9_H7,3LWXA,0.072606,-0.061932,0.134538,0.020619
attn_L9_H7,3N08A,0.058163,-0.017597,0.075759,0.007762
attn_L9_H7,3NY7A,0.053369,0.028470,0.024899,0.002295
attn_L9_H7,3PU9A,-0.098051,0.253112,-0.351163,-0.023761
attn_L9_H7,3R6DA,0.050609,-0.006861,0.057470,0.004215
attn_L9_H7,3RHBA,-0.006038,-0.362939,0.356900,0.026591
attn_L9_H7,3ZSJA,0.243777,0.043103,0.200674,0.015549
attn_L9_H7,4GS1A,0.076253,0.081423,-0.005171,-0.000673
attn_L9_H7,4I8HA,-0.113312,-0.049462,-0.063850,-0.009808
attn_L9_H7,4K8WA,0.073754,0.055304,0.018450,0.002096
attn_L9_H7,4LBHA,0.213767,0.122520,0.091247,0.010451
attn_L9_H7,4LH6A,0.168610,0.275170,-0.106559,-0.006556
attn_L9_H7,4MUOA,0.325665,0.556997,-0.231332,-0.011250
attn_L9_H7,4MZCA,0.101287,-0.165066,0.266354,0.031292
attn_L9_H7,4PEDA,0.247746,-0.130532,0.378278,0.014901
attn_L9_H7,4RVCA,0.137712,0.258687,-0.120975,-0.010367
attn_L9_H7,4TL6A,0.047777,0.479999,-0.432222,-0.029339
attn_L9_H7,4WBJA,0.047236,-0.046804,0.094040,0.008207
attn_L9_H7,4XRAA,-0.188573,0.319781,-0.508354,-0.024124
attn_L9_H7,5AJGA,0.386878,0.233630,0.153248,0.009777
attn_L9_H8,1CUKA,0.180835,0.627233,-0.446399,-0.034614
attn_L9_H8,1F86A,0.540525,-0.018561,0.559086,0.047402
attn_L9_H8,1G3QA,0.556003,0.258550,0.297453,0.019296
attn_L9_H8,1H4XA,0.406345,0.198609,0.207736,0.008872
attn_L9_H8,1HDKA,0.599626,0.161165,0.438461,0.039002
attn_L9_H8,1KMVA,0.405559,0.018610,0.386948,0.022025
attn_L9_H8,1S3CA,0.889523,0.438994,0.450529,0.068911
attn_L9_H8,1T2WA,0.301953,-0.664619,0.966572,0.207530
attn_L9_H8,1U2KA,0.295038,-0.241180,0.536218,0.036857
attn_L9_H8,2CZQA,0.650174,0.234546,0.415628,0.028317
attn_L9_H8,2D2EA,0.714490,-0.124702,0.839192,0.052050
attn_L9_H8,2D59A,0.187349,-0.032706,0.220055,0.023722
attn_L9_H8,2D5MA,0.188540,0.374993,-0.186453,-0.015396
attn_L9_H8,2DYIA,-0.076696,-0.684118,0.607422,0.060615
attn_L9_H8,2GK4A,0.851237,0.046729,0.804508,0.091035
attn_L9_H8,2II1A,0.014797,-0.433801,0.448598,0.033274
attn_L9_H8,2O2KA,0.657678,-0.148290,0.805969,0.133294
attn_L9_H8,2OZEA,0.634377,0.139825,0.494552,0.050677
attn_L9_H8,2PJZA,0.702285,-0.061029,0.763313,0.056976
attn_L9_H8,2WAWA,0.269616,-0.481918,0.751534,0.043272
attn_L9_H8,2YC3A,0.304022,0.502332,-0.198310,-0.018963
attn_L9_H8,3BZMA,1.281798,0.891234,0.390563,0.136470
attn_L9_H8,3C8MA,0.552240,-0.103683,0.655923,0.033291
attn_L9_H8,3EYEA,0.640592,-0.382988,1.023581,0.070965
attn_L9_H8,3FF9A,0.660773,-0.207325,0.868099,0.148391
attn_L9_H8,3FZ4A,0.556012,0.366616,0.189396,0.021852
attn_L9_H8,3G5TA,1.072819,-0.229190,1.302009,0.064615
attn_L9_H8,3GX8A,0.234885,0.108662,0.126223,0.012962
attn_L9_H8,3JRNA,0.367238,0.181611,0.185627,0.011246
attn_L9_H8,3L51A,-0.079741,-0.214006,0.134265,0.014371
attn_L9_H8,3LWXA,1.040668,0.240316,0.800352,0.122659
attn_L9_H8,3N08A,0.316331,0.424285,-0.107954,-0.011060
attn_L9_H8,3NY7A,0.505281,0.118238,0.387043,0.035681
attn_L9_H8,3PU9A,0.705689,-0.232294,0.937984,0.063466
attn_L9_H8,3R6DA,0.785369,0.261463,0.523906,0.038428
attn_L9_H8,3RHBA,0.798282,0.447075,0.351208,0.026167
attn_L9_H8,3ZSJA,0.883915,-0.172879,1.056794,0.081886
attn_L9_H8,4GS1A,0.905417,0.085092,0.820325,0.106733
attn_L9_H8,4I8HA,0.848397,0.898216,-0.049819,-0.007653
attn_L9_H8,4K8WA,0.045101,-0.490986,0.536087,0.060904
attn_L9_H8,4LBHA,0.513880,0.087293,0.426586,0.048858
attn_L9_H8,4LH6A,0.357212,-0.242235,0.599446,0.036881
attn_L9_H8,4MUOA,1.609580,-0.247119,1.856699,0.090295
attn_L9_H8,4MZCA,0.106085,-0.279471,0.385556,0.045296
attn_L9_H8,4PEDA,0.294370,0.131454,0.162916,0.006417
attn_L9_H8,4RVCA,0.824213,0.835709,-0.011496,-0.000985
attn_L9_H8,4TL6A,0.599431,0.586844,0.012587,0.000854
attn_L9_H8,4WBJA,0.464690,0.074426,0.390264,0.034058
attn_L9_H8,4XRAA,0.410726,-0.057925,0.468651,0.022240
attn_L9_H8,5AJGA,0.448004,-0.198918,0.646922,0.041274
attn_L9_H9,1CUKA,0.169032,-2.358550,2.527582,0.195990
attn_L9_H9,1F86A,0.226992,0.281739,-0.054747,-0.004642
attn_L9_H9,1G3QA,-1.053945,-3.926100,2.872154,0.186317
attn_L9_H9,1H4XA,0.019869,-0.676502,0.696371,0.029740
attn_L9_H9,1HDKA,-0.204500,-1.933809,1.729309,0.153826
attn_L9_H9,1KMVA,-3.234297,-0.929074,-2.305223,-0.131211
attn_L9_H9,1S3CA,-1.478122,0.755156,-2.233278,-0.341595
attn_L9_H9,1T2WA,-0.639833,-0.420756,-0.219077,-0.047037
attn_L9_H9,1U2KA,0.444146,-0.099815,0.543961,0.037389
attn_L9_H9,2CZQA,-0.626958,0.541424,-1.168382,-0.079601
attn_L9_H9,2D2EA,-0.481665,0.081548,-0.563213,-0.034933
attn_L9_H9,2D59A,-0.126700,-1.482752,1.356052,0.146182
attn_L9_H9,2D5MA,-2.776153,-2.180737,-0.595416,-0.049165
attn_L9_H9,2DYIA,-0.505482,0.759082,-1.264565,-0.126192
attn_L9_H9,2GK4A,-2.021203,-0.515410,-1.505794,-0.170389
attn_L9_H9,2II1A,-2.292490,-0.174193,-2.118298,-0.157121
attn_L9_H9,2O2KA,-0.199627,-0.133418,-0.066209,-0.010950
attn_L9_H9,2OZEA,0.088755,-1.143391,1.232145,0.126258
attn_L9_H9,2PJZA,-0.108517,-0.141742,0.033225,0.002480
attn_L9_H9,2WAWA,-0.916801,0.057353,-0.974154,-0.056090
attn_L9_H9,2YC3A,-0.018516,-0.087947,0.069430,0.006639
attn_L9_H9,3BZMA,-0.476786,0.242384,-0.719170,-0.251291
attn_L9_H9,3C8MA,0.848238,-1.359089,2.207327,0.112032
attn_L9_H9,3EYEA,-1.409772,0.006258,-1.416030,-0.098173
attn_L9_H9,3FF9A,0.555019,0.240648,0.314371,0.053738
attn_L9_H9,3FZ4A,-0.287599,-3.353189,3.065590,0.353698
attn_L9_H9,3G5TA,-0.438894,0.172187,-0.611082,-0.030326
attn_L9_H9,3GX8A,-0.762404,-1.919602,1.157198,0.118835
attn_L9_H9,3JRNA,-0.683628,-7.890969,7.207341,0.436639
attn_L9_H9,3L51A,-0.379515,0.076974,-0.456489,-0.048859
attn_L9_H9,3LWXA,0.110095,0.789718,-0.679623,-0.104156
attn_L9_H9,3N08A,0.025630,-5.593140,5.618770,0.575659
attn_L9_H9,3NY7A,-0.317831,-0.578833,0.261002,0.024062
attn_L9_H9,3PU9A,-0.046254,-0.358816,0.312562,0.021149
attn_L9_H9,3R6DA,-0.464714,-1.559330,1.094616,0.080289
attn_L9_H9,3RHBA,0.331310,0.666315,-0.335005,-0.024960
attn_L9_H9,3ZSJA,-3.686287,0.148374,-3.834661,-0.297129
attn_L9_H9,4GS1A,-0.577629,-0.111685,-0.465944,-0.060624
attn_L9_H9,4I8HA,0.224518,-4.902689,5.127207,0.787582
attn_L9_H9,4K8WA,-0.895591,0.012266,-0.907857,-0.103141
attn_L9_H9,4LBHA,-0.360840,-0.352835,-0.008005,-0.000917
attn_L9_H9,4LH6A,-1.412064,-2.114218,0.702154,0.043200
attn_L9_H9,4MUOA,-1.908630,-12.794926,10.886296,0.529423
attn_L9_H9,4MZCA,0.012435,-0.871003,0.883438,0.103788
attn_L9_H9,4PEDA,0.762024,-4.432670,5.194694,0.204622
attn_L9_H9,4RVCA,0.019167,-0.852840,0.872007,0.074725
attn_L9_H9,4TL6A,-1.541657,-0.372210,-1.169447,-0.079381
attn_L9_H9,4WBJA,-0.514547,-0.370502,-0.144045,-0.012571
attn_L9_H9,4XRAA,-1.266098,-10.100616,8.834518,0.419250
attn_L9_H9,5AJGA,-1.105373,-2.490566,1.385193,0.088376
attn_L9_H10,1CUKA,0.824391,0.615745,0.208646,0.016179
attn_L9_H10,1F86A,0.993080,1.056245,-0.063165,-0.005355
attn_L9_H10,1G3QA,0.696785,0.765649,-0.068864,-0.004467
attn_L9_H10,1H4XA,1.191853,0.529303,0.662551,0.028296
attn_L9_H10,1HDKA,1.341599,1.484053,-0.142454,-0.012672
attn_L9_H10,1KMVA,0.220085,1.004433,-0.784348,-0.044644
attn_L9_H10,1S3CA,0.136861,0.566862,-0.430001,-0.065772
attn_L9_H10,1T2WA,1.178966,1.030563,0.148404,0.031863
attn_L9_H10,1U2KA,0.701477,0.639740,0.061737,0.004243
attn_L9_H10,2CZQA,0.408720,0.667973,-0.259253,-0.017663
attn_L9_H10,2D2EA,1.093535,0.961682,0.131853,0.008178
attn_L9_H10,2D59A,0.987128,1.043395,-0.056267,-0.006066
attn_L9_H10,2D5MA,0.770390,0.906349,-0.135960,-0.011227
attn_L9_H10,2DYIA,0.267668,1.137304,-0.869635,-0.086782
attn_L9_H10,2GK4A,0.583255,0.903860,-0.320605,-0.036278
attn_L9_H10,2II1A,0.427103,0.694861,-0.267758,-0.019860
attn_L9_H10,2O2KA,-0.261877,0.051649,-0.313526,-0.051852
attn_L9_H10,2OZEA,0.746598,0.752923,-0.006325,-0.000648
attn_L9_H10,2PJZA,1.226547,1.050454,0.176093,0.013144
attn_L9_H10,2WAWA,-0.090631,0.685097,-0.775728,-0.044665
attn_L9_H10,2YC3A,1.130592,1.246017,-0.115425,-0.011037
attn_L9_H10,3BZMA,0.630655,0.747365,-0.116710,-0.040781
attn_L9_H10,3C8MA,1.481321,1.157999,0.323322,0.016410
attn_L9_H10,3EYEA,0.349685,1.069954,-0.720270,-0.049936
attn_L9_H10,3FF9A,0.683543,0.796631,-0.113089,-0.019331
attn_L9_H10,3FZ4A,0.360582,0.190530,0.170052,0.019620
attn_L9_H10,3G5TA,-0.179973,0.475916,-0.655889,-0.032550
attn_L9_H10,3GX8A,1.046384,0.804385,0.241999,0.024851
attn_L9_H10,3JRNA,-0.031044,1.107593,-1.138637,-0.068981
attn_L9_H10,3L51A,0.434171,1.317072,-0.882902,-0.094499
attn_L9_H10,3LWXA,0.370155,0.698986,-0.328831,-0.050395
attn_L9_H10,3N08A,0.827172,0.883051,-0.055879,-0.005725
attn_L9_H10,3NY7A,0.091738,0.921461,-0.829723,-0.076491
attn_L9_H10,3PU9A,0.412005,0.854023,-0.442017,-0.029908
attn_L9_H10,3R6DA,0.263158,1.012340,-0.749182,-0.054952
attn_L9_H10,3RHBA,0.930487,1.031299,-0.100812,-0.007511
attn_L9_H10,3ZSJA,0.713950,0.941567,-0.227618,-0.017637
attn_L9_H10,4GS1A,-0.039970,0.243150,-0.283120,-0.036837
attn_L9_H10,4I8HA,0.550497,0.661723,-0.111226,-0.017085
attn_L9_H10,4K8WA,0.856772,-0.445339,1.302110,0.147932
attn_L9_H10,4LBHA,0.983241,1.234740,-0.251499,-0.028805
attn_L9_H10,4LH6A,0.554819,1.012563,-0.457744,-0.028163
attn_L9_H10,4MUOA,0.175166,0.829247,-0.654081,-0.031809
attn_L9_H10,4MZCA,1.193609,0.656025,0.537584,0.063156
attn_L9_H10,4PEDA,0.872866,0.869575,0.003291,0.000130
attn_L9_H10,4RVCA,1.016192,0.834672,0.181521,0.015555
attn_L9_H10,4TL6A,3.155910,-1.769194,4.925104,0.334312
attn_L9_H10,4WBJA,0.247429,0.545557,-0.298128,-0.026017
attn_L9_H10,4XRAA,-0.022611,0.631232,-0.653843,-0.031029
attn_L9_H10,5AJGA,0.102627,0.619388,-0.516761,-0.032969
attn_L9_H11,1CUKA,-0.609460,-0.279133,-0.330327,-0.025614
attn_L9_H11,1F86A,-0.223007,-0.338813,0.115806,0.009819
attn_L9_H11,1G3QA,-0.694665,-0.739556,0.044891,0.002912
attn_L9_H11,1H4XA,-1.526154,-0.756708,-0.769446,-0.032861
attn_L9_H11,1HDKA,-0.228530,-0.055418,-0.173112,-0.015399
attn_L9_H11,1KMVA,-0.334610,-0.524210,0.189601,0.010792
attn_L9_H11,1S3CA,0.017116,0.238203,-0.221088,-0.033817
attn_L9_H11,1T2WA,-0.355790,-0.695305,0.339515,0.072896
attn_L9_H11,1U2KA,-0.073971,-0.533943,0.459971,0.031616
attn_L9_H11,2CZQA,-0.581755,0.005127,-0.586883,-0.039984
attn_L9_H11,2D2EA,-0.614448,-0.156426,-0.458022,-0.028409
attn_L9_H11,2D59A,-0.157616,-0.350588,0.192972,0.020802
attn_L9_H11,2D5MA,0.125228,-0.390057,0.515285,0.042549
attn_L9_H11,2DYIA,0.083928,-0.330189,0.414117,0.041325
attn_L9_H11,2GK4A,-0.497029,-0.108596,-0.388433,-0.043953
attn_L9_H11,2II1A,0.319122,-0.200575,0.519697,0.038548
attn_L9_H11,2O2KA,0.077395,-0.129688,0.207083,0.034248
attn_L9_H11,2OZEA,-0.073213,-0.266398,0.193185,0.019796
attn_L9_H11,2PJZA,-0.416423,-0.478551,0.062128,0.004637
attn_L9_H11,2WAWA,-1.448675,0.011699,-1.460373,-0.084085
attn_L9_H11,2YC3A,-0.306316,-0.581225,0.274909,0.026288
attn_L9_H11,3BZMA,-0.439898,-0.570830,0.130932,0.045750
attn_L9_H11,3C8MA,-0.706654,-0.392544,-0.314110,-0.015943
attn_L9_H11,3EYEA,-0.245184,0.247581,-0.492765,-0.034163
attn_L9_H11,3FF9A,-1.303072,-0.329830,-0.973242,-0.166364
attn_L9_H11,3FZ4A,-0.310017,-1.005243,0.695226,0.080213
attn_L9_H11,3G5TA,-0.624766,-0.102610,-0.522156,-0.025913
attn_L9_H11,3GX8A,0.037756,-0.440656,0.478412,0.049129
attn_L9_H11,3JRNA,-2.278300,-1.387822,-0.890478,-0.053947
attn_L9_H11,3L51A,-0.185913,-0.308346,0.122433,0.013104
attn_L9_H11,3LWXA,0.090860,-0.065898,0.156757,0.024024
attn_L9_H11,3N08A,-0.170617,-0.218371,0.047755,0.004893
attn_L9_H11,3NY7A,-0.758450,-0.456349,-0.302101,-0.027850
attn_L9_H11,3PU9A,-0.382171,-0.409932,0.027761,0.001878
attn_L9_H11,3R6DA,-1.250232,-0.559272,-0.690960,-0.050681
attn_L9_H11,3RHBA,-0.995225,-0.381778,-0.613448,-0.045706
attn_L9_H11,3ZSJA,0.348378,-0.094782,0.443160,0.034338
attn_L9_H11,4GS1A,-0.132978,-0.367074,0.234097,0.030458
attn_L9_H11,4I8HA,-0.517536,-0.467598,-0.049938,-0.007671
attn_L9_H11,4K8WA,0.121778,-0.259209,0.380987,0.043284
attn_L9_H11,4LBHA,-0.270348,-0.906215,0.635867,0.072828
attn_L9_H11,4LH6A,0.089975,-0.933589,1.023565,0.062975
attn_L9_H11,4MUOA,-0.451932,-0.341533,-0.110399,-0.005369
attn_L9_H11,4MZCA,0.001199,0.038366,-0.037167,-0.004367
attn_L9_H11,4PEDA,0.213121,-0.089941,0.303062,0.011938
attn_L9_H11,4RVCA,-0.781699,-0.563518,-0.218180,-0.018696
attn_L9_H11,4TL6A,-0.690115,-1.025252,0.335137,0.022749
attn_L9_H11,4WBJA,-0.723807,-0.240765,-0.483042,-0.042154
attn_L9_H11,4XRAA,-0.339672,-1.088104,0.748432,0.035518
attn_L9_H11,5AJGA,-0.112015,-0.471163,0.359147,0.022914
attn_L9_H12,1CUKA,0.277105,0.100319,0.176786,0.013708
attn_L9_H12,1F86A,-0.106569,-0.051683,-0.054886,-0.004653
attn_L9_H12,1G3QA,0.182040,0.140862,0.041179,0.002671
attn_L9_H12,1H4XA,0.031203,-0.031499,0.062701,0.002678
attn_L9_H12,1HDKA,0.452185,0.574146,-0.121961,-0.010849
attn_L9_H12,1KMVA,0.534214,0.115392,0.418822,0.023839
attn_L9_H12,1S3CA,-0.180115,-0.154271,-0.025844,-0.003953
attn_L9_H12,1T2WA,-0.494075,0.389426,-0.883501,-0.189694
attn_L9_H12,1U2KA,0.570178,-0.118673,0.688851,0.047348
attn_L9_H12,2CZQA,0.485781,-0.095915,0.581696,0.039631
attn_L9_H12,2D2EA,0.579687,0.333569,0.246119,0.015265
attn_L9_H12,2D59A,0.373846,0.350197,0.023650,0.002549
attn_L9_H12,2D5MA,0.009895,0.668302,-0.658408,-0.054367
attn_L9_H12,2DYIA,-0.026097,0.220686,-0.246783,-0.024627
attn_L9_H12,2GK4A,-0.787385,-0.041918,-0.745468,-0.084354
attn_L9_H12,2II1A,-0.131172,-0.090391,-0.040781,-0.003025
attn_L9_H12,2O2KA,-0.048113,0.279738,-0.327851,-0.054221
attn_L9_H12,2OZEA,0.039330,0.062989,-0.023659,-0.002424
attn_L9_H12,2PJZA,0.665110,0.177805,0.487304,0.036374
attn_L9_H12,2WAWA,0.277714,-0.106197,0.383910,0.022105
attn_L9_H12,2YC3A,0.060261,-0.100867,0.161128,0.015408
attn_L9_H12,3BZMA,-0.655013,-0.174849,-0.480164,-0.167778
attn_L9_H12,3C8MA,0.696052,-0.176312,0.872364,0.044277
attn_L9_H12,3EYEA,0.164677,-0.688652,0.853328,0.059161
attn_L9_H12,3FF9A,0.070199,0.071349,-0.001151,-0.000197
attn_L9_H12,3FZ4A,0.335770,0.468177,-0.132407,-0.015277
attn_L9_H12,3G5TA,0.884509,-0.327190,1.211698,0.060133
attn_L9_H12,3GX8A,-0.009650,0.732269,-0.741919,-0.076189
attn_L9_H12,3JRNA,-1.223675,-0.306571,-0.917104,-0.055560
attn_L9_H12,3L51A,-4.248455,-0.194506,-4.053949,-0.433904
attn_L9_H12,3LWXA,0.026863,0.465245,-0.438382,-0.067185
attn_L9_H12,3N08A,0.257397,0.186222,0.071175,0.007292
attn_L9_H12,3NY7A,0.064246,-0.325593,0.389839,0.035939
attn_L9_H12,3PU9A,-0.014610,-0.178127,0.163516,0.011064
attn_L9_H12,3R6DA,0.366961,0.078671,0.288289,0.021146
attn_L9_H12,3RHBA,-0.206608,-0.008601,-0.198007,-0.014753
attn_L9_H12,3ZSJA,0.047392,0.015806,0.031586,0.002447
attn_L9_H12,4GS1A,0.395605,0.333660,0.061945,0.008060
attn_L9_H12,4I8HA,-0.449405,-0.129245,-0.320160,-0.049179
attn_L9_H12,4K8WA,-0.787286,0.187419,-0.974705,-0.110736
attn_L9_H12,4LBHA,0.476318,0.542094,-0.065776,-0.007534
attn_L9_H12,4LH6A,-0.335183,-0.952269,0.617086,0.037966
attn_L9_H12,4MUOA,0.123102,-0.319448,0.442550,0.021522
attn_L9_H12,4MZCA,-0.370254,0.212765,-0.583019,-0.068494
attn_L9_H12,4PEDA,0.101486,0.098795,0.002691,0.000106
attn_L9_H12,4RVCA,0.482252,0.262492,0.219761,0.018832
attn_L9_H12,4TL6A,0.553853,0.147930,0.405923,0.027554
attn_L9_H12,4WBJA,0.124091,-0.291030,0.415120,0.036227
attn_L9_H12,4XRAA,0.151274,-0.105287,0.256562,0.012175
attn_L9_H12,5AJGA,-0.193847,0.023924,-0.217771,-0.013894
attn_L9_H13,1CUKA,0.037560,-0.279338,0.316899,0.024572
attn_L9_H13,1F86A,0.231535,-0.075010,0.306545,0.025990
attn_L9_H13,1G3QA,0.118596,0.111505,0.007091,0.000460
attn_L9_H13,1H4XA,0.157418,-0.668751,0.826169,0.035283
attn_L9_H13,1HDKA,-0.045186,-0.048370,0.003184,0.000283
attn_L9_H13,1KMVA,0.580644,0.109271,0.471373,0.026830
attn_L9_H13,1S3CA,0.040837,-0.688750,0.729587,0.111595
attn_L9_H13,1T2WA,0.000769,-0.319730,0.320498,0.068813
attn_L9_H13,1U2KA,0.171747,-0.401222,0.572968,0.039383
attn_L9_H13,2CZQA,0.211687,-0.593298,0.804986,0.054843
attn_L9_H13,2D2EA,0.051594,-0.508854,0.560448,0.034761
attn_L9_H13,2D59A,-0.074699,-0.119859,0.045160,0.004868
attn_L9_H13,2D5MA,0.054916,-0.603896,0.658813,0.054400
attn_L9_H13,2DYIA,-0.278251,-0.024701,-0.253550,-0.025302
attn_L9_H13,2GK4A,0.084089,-0.098484,0.182573,0.020659
attn_L9_H13,2II1A,0.005298,-0.078808,0.084107,0.006238
attn_L9_H13,2O2KA,0.183058,-0.209273,0.392331,0.064885
attn_L9_H13,2OZEA,0.001974,0.133744,-0.131770,-0.013502
attn_L9_H13,2PJZA,-0.301960,-0.439086,0.137126,0.010235
attn_L9_H13,2WAWA,0.073425,0.024162,0.049262,0.002836
attn_L9_H13,2YC3A,-0.139840,0.349408,-0.489248,-0.046783
attn_L9_H13,3BZMA,0.461103,-0.101193,0.562296,0.196476
attn_L9_H13,3C8MA,-0.209271,-0.464578,0.255307,0.012958
attn_L9_H13,3EYEA,0.430297,-0.041685,0.471982,0.032722
attn_L9_H13,3FF9A,0.441948,0.020532,0.421417,0.072036
attn_L9_H13,3FZ4A,-0.127913,-0.642248,0.514335,0.059342
attn_L9_H13,3G5TA,-0.312905,-0.397023,0.084118,0.004175
attn_L9_H13,3GX8A,-0.051050,-0.275793,0.224743,0.023079
attn_L9_H13,3JRNA,0.463318,0.095569,0.367749,0.022279
attn_L9_H13,3L51A,-0.319024,-0.085938,-0.233086,-0.024948
attn_L9_H13,3LWXA,0.435252,0.107712,0.327541,0.050198
attn_L9_H13,3N08A,0.055160,-0.295217,0.350377,0.035897
attn_L9_H13,3NY7A,-0.280567,-0.557700,0.277133,0.025549
attn_L9_H13,3PU9A,-0.331500,-0.589114,0.257614,0.017431
attn_L9_H13,3R6DA,0.054782,-0.248842,0.303624,0.022270
attn_L9_H13,3RHBA,0.378605,0.103553,0.275052,0.020493
attn_L9_H13,3ZSJA,0.240587,-0.328911,0.569498,0.044128
attn_L9_H13,4GS1A,-0.312453,-0.722062,0.409609,0.053294
attn_L9_H13,4I8HA,0.842502,0.493153,0.349348,0.053663
attn_L9_H13,4K8WA,-0.195342,-0.227236,0.031894,0.003623
attn_L9_H13,4LBHA,0.455461,0.213801,0.241660,0.027678
attn_L9_H13,4LH6A,-0.349399,-0.265032,-0.084367,-0.005191
attn_L9_H13,4MUOA,0.242342,-0.839316,1.081659,0.052603
attn_L9_H13,4MZCA,0.192478,0.107840,0.084637,0.009943
attn_L9_H13,4PEDA,-0.600163,-0.574697,-0.025466,-0.001003
attn_L9_H13,4RVCA,-0.132985,-0.322376,0.189391,0.016229
attn_L9_H13,4TL6A,-0.483621,-0.472189,-0.011433,-0.000776
attn_L9_H13,4WBJA,0.118905,0.061310,0.057595,0.005026
attn_L9_H13,4XRAA,0.201996,-0.550904,0.752899,0.035730
attn_L9_H13,5AJGA,-0.827517,-0.906802,0.079285,0.005058
attn_L9_H14,1CUKA,-0.359362,-0.170390,-0.188972,-0.014653
attn_L9_H14,1F86A,-0.193538,0.042011,-0.235549,-0.019971
attn_L9_H14,1G3QA,0.397049,-0.412664,0.809713,0.052526
attn_L9_H14,1H4XA,-0.037521,-0.148644,0.111123,0.004746
attn_L9_H14,1HDKA,-0.298255,-0.290905,-0.007350,-0.000654
attn_L9_H14,1KMVA,0.033237,-0.525585,0.558822,0.031807
attn_L9_H14,1S3CA,0.040390,-0.225761,0.266151,0.040710
attn_L9_H14,1T2WA,0.106860,-0.425600,0.532460,0.114323
attn_L9_H14,1U2KA,-0.100557,-0.241089,0.140532,0.009659
attn_L9_H14,2CZQA,0.144035,-0.530408,0.674443,0.045949
attn_L9_H14,2D2EA,-0.316444,-0.541007,0.224562,0.013928
attn_L9_H14,2D59A,-0.020475,-0.406957,0.386483,0.041663
attn_L9_H14,2D5MA,-0.119415,-0.233999,0.114584,0.009462
attn_L9_H14,2DYIA,-0.098337,-0.500120,0.401783,0.040094
attn_L9_H14,2GK4A,0.103652,-0.422489,0.526141,0.059536
attn_L9_H14,2II1A,-0.312113,-0.371231,0.059118,0.004385
attn_L9_H14,2O2KA,-0.015933,0.081977,-0.097910,-0.016193
attn_L9_H14,2OZEA,0.006028,-0.503258,0.509286,0.052186
attn_L9_H14,2PJZA,0.114813,-0.100107,0.214920,0.016042
attn_L9_H14,2WAWA,0.091527,-0.222474,0.314001,0.018080
attn_L9_H14,2YC3A,-0.114166,-0.363853,0.249687,0.023876
attn_L9_H14,3BZMA,-0.100182,0.006861,-0.107043,-0.037403
